Identifier,Title,Funding Org:Identifier,Funding Org:Name,Recipient Org:Charity Number,Recipient Org:Name,Internal Organisation ID,Currency,Amount Applied For,Amount Awarded,Application Date:Start Date,Award Date,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Postal Code,Recipient Org:Country,Recipient Org:Alternate Name,Recipient Org:Description,Planned Dates:Start Date,Planned Dates:Duration (months),Planned Dates:End Date,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude/Longitude,Description,WebAddress,From an open call?,Related Activity:Identifier,Last modified,Recipient Org:Identifier
360G-indigotrust:IND159,"Training, research and activities encouraging engagement with Government",360G-indigotrust,Indigo Trust,,Women of Uganda Network (WOUGNET),29385,GBP,,15514.24,,12/09/2012 00:00,Plot 55 Kenneth Dale Road,PO Box 4411,Kampala,,UGANDA,,,,24 months,,UGANDA,UG,,"Build upon project funded by SPIDER which enables citizens to report and 
monitor challenges in service delivery in Northern Uganda using Ushahidi.",,,,09/10/2014 14:28,360G-indigotrust:org-29385
360G-indigotrust:IND160,Providing agricultural information to farmers using Frontline SMS,360G-indigotrust,Indigo Trust,,Agricultural Marketing Information Services (AMIS),29565,GBP,,4950,,04/10/2012 00:00,P O Box 125,Limbe South West Region,,,CAMEROON,,,,12 months,,CAMEROON,CM,,"The grant will cover salaries, connectivity, training and research, office 
costs and a few other miscellaneous costs.",,,,14/11/2012 12:23,360G-indigotrust:org-29565
360G-indigotrust:IND161,Providing local and relevant teen literature via mobile channels,360G-indigotrust,Indigo Trust,,FunDza Literacy Trust,29733,GBP,,13844.91,,12/11/2012 00:00,89 Main Road,Muizenberg,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"Technical upgrades to optimise mobile and web sites and create messaging 
system.",,,,19/12/2012 15:56,360G-indigotrust:org-29733
360G-indigotrust:IND162,to support TGNP's Jamii voices project,360G-indigotrust,Indigo Trust,,Tanzania Gender Networking Programme (TGNP),29739,GBP,,14999,,12/11/2012 00:00,PO Box 8921,Dar es Salaam,,,TANZANIA,,,,12 months,,TANZANIA,TZ,,"Will use SMS technology to share information, organise for collective 
action and demand change. The grant will pay for training sessions, 
technical development, infrastructure costs and purchase of SMS.",,,,09/10/2014 14:28,360G-indigotrust:org-29739
360G-indigotrust:IND163,Odekro Project with MySociety,360G-indigotrust,Indigo Trust,,Hut Space,29763,GBP,,9400.18,,19/11/2012 00:00,"30 Farm Road, Community 19",Lashibi,Accra,,GHANA,,,,12 months,,GHANA,GH,,"Providing citizens with information on parliamentary proceedings, MP 
activity and other information on governance. This grant will cover staff 
costs, design, administration, Hansard scanning and hosting.",,,,09/10/2014 14:28,360G-indigotrust:org-29763
360G-indigotrust:IND164,Health Legends Platform,360G-indigotrust,Indigo Trust,,Ghana Anti-Corruption Coalition (GACC),29764,GBP,,10000.2,,19/11/2012 00:00,PO Box GP 17921,Accra,,,GHANA,,,,12 months,,GHANA,GH,,"For technical improvements and awareness raising of a platform enabling 
citizens to report challenges in health service delivery.",,,,09/10/2014 14:28,360G-indigotrust:org-29764
360G-indigotrust:IND165,Pilot SMS/Voice platform with fish farmers in Ghana,360G-indigotrust,Indigo Trust,"CA-99,314",Farmerline,29766,GBP,,5200,,20/11/2012 00:00,P O Box GP 13380,Accra,,,GHANA,,,,12 months,,GHANA,GH,,"To provide fish farmers with best practice information, business advice and 
record keeping help.",,,,19/12/2012 16:23,"GB-CHC-CA-99,314"
360G-indigotrust:IND166,Mzalendo,360G-indigotrust,Indigo Trust,1076346,MySociety,20042,GBP,,40000,,18/12/2012 00:00,483 Green Lanes,London,,N13 4BS,UK,,,,12 months,,UK,GB,,Towards the cost of Mzalendo expansion programme in Africa.,,,,09/10/2014 14:28,GB-CHC-1076346
360G-indigotrust:IND167,RLabs Namibia,360G-indigotrust,Indigo Trust,,RLabs South Africa,28198,GBP,,15310,,19/12/2012 00:00,"66 Tarentaal Road, Bridgetown",Athlone7764,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To allow Namibia Business Innovation Centre and RLabs South Africa to 
develop RLabs Namibia, which will provide young tech entrepreneurs with 
skills, tools and training to design and create socially-focused ICT 
solutions in Namibia.",,,,01/02/2013 14:53,360G-indigotrust:org-28198
360G-indigotrust:IND168,Funding to support Youth Club,360G-indigotrust,Indigo Trust,1091001,Copenhagen Youth Project,27458,GBP,,20000,,19/12/2012 00:00,Naish Court Community Centre,172 Copenhagen Street,London,N1 0ST,UK,,,,24 months,,UK,GB,,"Towards the running costs of the organisation's Youth Club in King's Cross 
and to provide fundraising consultancy.",,,,24/01/2013 11:37,GB-CHC-1091001
360G-indigotrust:IND169,Water Hackathon 2013,360G-indigotrust,Indigo Trust,,iHub,29257,GBP,,6205.64,,23/01/2013 00:00,4th Floor Bishop Magua Centre,Ngong Road,Nairobi,,KENYA,,,,12 months,,KENYA,KE,,"Towards prize money ($6,000) and costs of implementing, monitoring and 
evaluating the winning solution of a water hackathon to be held in 2013.",,,,28/02/2013 11:49,360G-indigotrust:org-29257
360G-indigotrust:IND170,Digitisation of legislation in Seychelles,360G-indigotrust,Indigo Trust,,African Legal Information Institute (African LII),30163,GBP,,23318.09,,23/01/2013 00:00,"DGRU Faculty of Law, University of Cape Town",Private Bag X3,Rondebosch,7701,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To enable African LII to work with SeyLII to digitise and make available 50 
pieces of legislation in the Seychelles for use by the judiciary, lawyers 
and wider public.",,,,09/10/2014 14:29,360G-indigotrust:org-30163
360G-indigotrust:IND171,Translation of Wikipedia medical articles into Swahili,360G-indigotrust,Indigo Trust,,Translators Without Borders,30164,GBP,,9673.11,,23/01/2013 00:00,"Suite 500, 30 Main Street",Danbury,Connecticut,6810,USA,,,,12 months,,USA,US,,"Towards the costs of their 80 x 100 project to translate medical Wikipedia 
articles into Swahili through volunteers at TWB's translation training 
Centre in Nairobi.",,,,15/05/2013 16:10,360G-indigotrust:org-30164
360G-indigotrust:IND172,New tech innovation space in Accra,360G-indigotrust,Indigo Trust,,ISpace Foundation,30218,GBP,,30000,,06/02/2013 00:00,G51 Guava Crescent,Regimanuel Estates,Community 19 Tema,,GHANA,ISpace Foundation - iSpace,,,24 months,,GHANA,GH,,Contribution to core costs.,,,,02/12/2013 10:44,360G-indigotrust:org-30218
360G-indigotrust:IND173,iCow core costs,360G-indigotrust,Indigo Trust,,iCow,26177,GBP,,21692,,18/02/2013 00:00,Green Dreams Ltd,P.O. Box 1403-00217,Limuru,,KENYA,,,,12 months,,KENYA,KE,,Core Costs for next six months.,,,,28/02/2013 12:28,360G-indigotrust:org-26177
360G-indigotrust:IND174,Zimbabwean Constitution App,360G-indigotrust,Indigo Trust,,Veritas Zimbabwe,30276,GBP,,12300,,18/02/2013 00:00,25 Canterbury Road,Avondale,Harare,,ZIMBABWE,,,,12 months,,ZIMBABWE,ZW,,"To enable Veritas to work in conjunction with Pledge51 to develop a mobile 
app for the Zimbabwean Constitution.",,,,09/10/2014 15:49,360G-indigotrust:org-30276
360G-indigotrust:IND175,TRAC FM promotion and acquisition programme in Africa,360G-indigotrust,Indigo Trust,,TRAC FM,30277,GBP,,11937.19,,18/02/2013 00:00,Amstelveenseweg 667,Amsterdam,,,NETHERLANDS,,,,12 months,,NETHERLANDS,NL,,"For salary costs and promotional materials to expand the reach of TRAC FM's 
SMS and radio platorm.",,,,28/02/2013 14:14,360G-indigotrust:org-30277
360G-indigotrust:IND176,Further IntHEC work,360G-indigotrust,Indigo Trust,222655,Liverpool School of Tropical Medicine,914,GBP,,4695,,18/02/2013 00:00,Pembroke Place,Liverpool,,L3 5QA,UK,,,,12 months,,UK,GB,,"To hold a stakeholder/review and orientation meeting together with the 
District Medical Office in Tanzania as part of the wider IntHEC programme.",,,,04/03/2013 15:55,GB-CHC-222655
360G-indigotrust:IND177,Tech Hub in Lagos,360G-indigotrust,Indigo Trust,,Co-Creation Hub Nigeria,25709,GBP,,75000,,18/02/2013 00:00,"6th Floor, 294 Herbert Macaulay Way, Sabo",Yaba,Lagos,,Nigeria,,,,36 months,,Nigeria,NG,,"To pay Tunji Eleso's salary with the remainder to be used as Co-Creation 
see fit.",,,,25/03/2015 16:23,360G-indigotrust:org-25709
360G-indigotrust:IND178,Providing access to Nigerian Budget and public data information,360G-indigotrust,Indigo Trust,,BudgIT,30278,GBP,,36800,,18/02/2013 00:00,"c/o Co-Creation Hub, 6th Floor, 294, Herbert Macaulay Way","Sabo, Yaba",Lagos,,NIGERIA,,,,12 months,,NIGERIA,NG,,"To improve data visualisation skills amount BudgIT's team, redevelop their 
website and also to enable them to visualise Nigeria's 2013 national 
budget, as well as state budgets from six separate states. The grant will 
also allow BudgIT to work with the Open Knowledge Foundation to host a 
developers' workshop on getting, wrangling and presenting government budget 
data. Finally, part of this grant is to be used for platform promotion, 
primarily but not exclusiely through online advertising.",,,,09/10/2014 15:50,360G-indigotrust:org-30278
360G-indigotrust:IND179,233 Law Mobile Constitution App,360G-indigotrust,Indigo Trust,,Yougora,30279,GBP,,5000,,18/02/2013 00:00,"Delmina Place, 29 Orphan Crescent",Labone,Accra,,GHANA,,,,12 months,,GHANA,GH,,"Towards the costs of further development and promotion of 233 Law mobile 
constitution app.",,,,09/10/2014 15:51,360G-indigotrust:org-30279
360G-indigotrust:IND180,Detailed information on water in Kenya,360G-indigotrust,Indigo Trust,,Water and Livelihoods Reforms Network,30280,GBP,,15000,,18/02/2013 00:00,"Silver Plaza, Ongata Rongai",PO Box 10 00517,Nairobi,,KENYA,Water and Livelihoods Reforms Network - WLRN,,,12 months,,KENYA,KE,,"To establish a consumer info desk and a data desk. This will entail the 
creation of a website containing detailed information on water in Kenya 
that would also contain an 'issue management system' allowing citizens to 
report problems or request information via SMS or email.",,,,09/10/2014 16:04,360G-indigotrust:org-30280
360G-indigotrust:IND181,Students' Information & Resource Management System,360G-indigotrust,Indigo Trust,,Academia Secundaria,30353,GBP,,7746.9,,09/03/2013 00:00,c/o ActivSpaces,Buea Makepe,Douala,,CAMEROON,,,,12 months,,CAMEROON,CM,,"Contribution towards staff costs, outreach, a workshop and packaging of 
products.",,,,15/05/2013 16:33,360G-indigotrust:org-30353
360G-indigotrust:IND182,Creation of WordPress blogs,360G-indigotrust,Indigo Trust,,West African Human Rights Defenders Network,30354,GBP,,12292.55,,09/03/2013 00:00,14BP 152,Rue Above,Lome,,TOGO,West African Human Rights Defenders Network - WAHRDN,,,12 months,,TOGO,TG,,"To improve commuiction between member organisations via creation of 
WordPress blogs.",,,,15/05/2013 16:49,360G-indigotrust:org-30354
360G-indigotrust:IND183,Jozi Hub,360G-indigotrust,Indigo Trust,,Praekelt Foundation,30355,GBP,,19968,,09/03/2013 00:00,"Postnet Suite 230, Private Bag X11, Craighall",2024,Johannesburg,,SOUTH AFRICA,Praekelt Foundation - Jozi Hub,,,12 months,,SOUTH AFRICA,ZA,,"To set up governance and transparency stream at a new technology innovation 
hub in Johannesburg.",,,,09/10/2014 15:53,360G-indigotrust:org-30355
360G-indigotrust:IND184,Freedom of Information request site,360G-indigotrust,Indigo Trust,,Open Democracy Advice Centre,30356,GBP,,15000,,09/03/2013 00:00,"2nd Floor the Armoury, Buchanan Square",160 Sir Lowry Road,Woodstock,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"For work on the development of a Freedom of Information request site and 
its promotion.",,,,09/10/2014 15:53,360G-indigotrust:org-30356
360G-indigotrust:IND185,Siyakhona Media Studio,360G-indigotrust,Indigo Trust,IT/4002/09,Hillside Digital Trust,30357,GBP,,10073.88,,09/03/2013 00:00,"48 Stone Manor, 46 North Road",Morningside 2196,Sandton,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To contribute towards salary costs, travel, internet and administration for 
a project to train citizen journalists in film making and digital skills to 
be used to stimulate activism in their communities..",,,,15/05/2013 17:10,GB-CHC-IT/4002/09
360G-indigotrust:IND186,Redevelopment of website,360G-indigotrust,Indigo Trust,,Institute for Philanthropy,11117,GBP,,15000,,09/03/2013 00:00,2 Temple Place,London,,WC2R 3BD,UK,,,,12 months,,UK,GB,,Redevelopment of the IfP website.,,,,09/10/2014 16:45,360G-indigotrust:org-11117
360G-indigotrust:IND187,Constitutional Excerpts Project,360G-indigotrust,Indigo Trust,,University College London,5795,GBP,,30370,,14/03/2013 00:00,29-30 Tavistock Square,London,,WC1H 9QU,UNITED KINGDOM,University College London - Constitution Unit,,,12 months,,UNITED KINGDOM,GB,,"To hire one person to work on the Constitutional Excerpts project for one 
year. The funding will cover the salary of an XML tagger and additional 
computer hardware and software needs..",,,,09/10/2014 16:04,360G-indigotrust:org-5795
360G-indigotrust:IND188,Mobile Banking and Clean Water Kenya,360G-indigotrust,Indigo Trust,1105851,Christian Aid,28733,GBP,,16715,,14/03/2013 00:00,35 Lower Marsh,London,,SE1 7RL,UK,,,,12 months,,UK,GB,,"To cover technology and related costs in relation to Mobile Banking and 
Clean Water Project in Kenya. In collaboration with their in-country 
partner, Northern Aid.",,,,15/05/2013 17:24,GB-CHC-1105851
360G-indigotrust:IND190,Textbook Subscription App,360G-indigotrust,Indigo Trust,,Kytabu,30412,GBP,,5000,,18/03/2013 00:00,"4th Floor Bishop Magua Centre, Ngong Road",139-00621 Village Market,Nairobi,,KENYA,,,,12 months,,KENYA,KE,,"To build a beta version of a textbook subscription application that will 
work with inexpensive tablet PCs. Towards costs of employing a user 
experience/interaction expert and any associated coststs to help build the 
platform.",,,,15/05/2013 17:28,360G-indigotrust:org-30412
360G-indigotrust:IND191,People's Assembly Website,360G-indigotrust,Indigo Trust,,Parliamentary Monitoring Group,30413,GBP,,13861.45,,18/03/2013 00:00,2nd Floor,21 St Johns Street,Cape Town,8001,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"Towards the cost of maintaining and promoting the People's Assembly website 
which provides information on parliamentary proceedings and elected 
representatives and the development of an MP locator.",,,,09/10/2014 15:59,360G-indigotrust:org-30413
360G-indigotrust:IND192,SUPPLEMENT GRANT - Creation of WordPress blogs,360G-indigotrust,Indigo Trust,,West African Human Rights Defenders Network,30354,GBP,,263.55,,24/04/2013 00:00,14BP 152,Rue Above,Lome,,TOGO,West African Human Rights Defenders Network - WAHRDN,,,12 months,,TOGO,TG,,"SUPPLEMENT GRANT -.To improve communication between member organisations 
via creation of WordPress blogs.",,,,05/08/2014 14:12,360G-indigotrust:org-30354
360G-indigotrust:IND194,Citizen Journalism Project,360G-indigotrust,Indigo Trust,,Impilo Foundation,30934,GBP,,4865,,17/06/2013 00:00,Office 19 Zandspruit Value Centre,Cnr. Beyers Naude and Marina Street,Zandspruit,2040,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To contribute towards the training and implementation of a citizen 
journalism project in Zandspruit, South Africa..",,,,09/10/2014 16:05,360G-indigotrust:org-30934
360G-indigotrust:IND195,War Office Map Archives,360G-indigotrust,Indigo Trust,,British Library,3789,GBP,,39820,,19/06/2013 00:00,96 Euston Road,London,,NW1 2DB,UK,,,,12 months,,UK,GB,,"To cover the costs of conserving, digitising and cataloguing 494 map sheets 
and 47 pages of text relating to the East Africa Protectorate, and from 
1920, the Colony of Kenya..",,,,18/05/2015 11:31,360G-indigotrust:org-3789
360G-indigotrust:IND196,Core Costs and Salaries,360G-indigotrust,Indigo Trust,,iCow,26177,GBP,,22554,,03/07/2013 00:00,Green Dreams Ltd,P.O. Box 1403-00217,Limuru,,KENYA,,,,12 months,,KENYA,KE,,"To cover core costs and salaries for the technical team and customer care 
teams for the first six months following launch with Safaricom.",,,,30/08/2013 10:45,360G-indigotrust:org-26177
360G-indigotrust:IND197,People's Assembly Website,360G-indigotrust,Indigo Trust,,Parliamentary Monitoring Group,30413,GBP,,15000,,04/07/2013 00:00,2nd Floor,21 St Johns Street,Cape Town,8001,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"An additional £15,000 grant towards the development and marketing of a 
website providing information of elected representatives and parliamentary 
proceedings in partnership with mySociety.",,,,09/10/2014 16:01,360G-indigotrust:org-30413
360G-indigotrust:IND198,Collaboration between Africa's Technology Innovation Hubs,360G-indigotrust,Indigo Trust,,AfriLabs,31021,GBP,,22035.25,,10/07/2013 00:00,s Gravenhekje 1a,1011TG,Amsterdam,,NETHERLANDS,,,,Undefined,,NETHERLANDS,NL,,To contribute to core costs.,,,,13/05/2015 15:50,360G-indigotrust:org-31021
360G-indigotrust:IND200,To improve the effectiveness of their Community Health Workers,360G-indigotrust,Indigo Trust,,Hope Through Health,31135,GBP,,15320.02,,25/07/2013 00:00,PO Box 605,Medway,Massachusetts,2053,USA,,,,12 months,,USA,US,,"To partner with Dimagi (a tech social enterprise that have developed the 
widely used CommCare mobile platform for CHWs to train 15 CHWs in using the 
system to improve the quality of decision making, follow up and data 
collection.",,,,13/05/2015 15:49,360G-indigotrust:org-31135
360G-indigotrust:IND201,MOTECH,360G-indigotrust,Indigo Trust,,Grameen Foundation,31170,GBP,,14947,,31/07/2013 00:00,17 La Tebu Street,East Cantonments,Accra,,GHANA,,,,12 months,,GHANA,GH,,To test sustainability models for MOTECH in Ghana.,,,,13/05/2015 15:49,360G-indigotrust:org-31170
360G-indigotrust:IND202,People's Assembly Website,360G-indigotrust,Indigo Trust,,Parliamentary Monitoring Group,30413,GBP,,1138.55,,29/07/2013 00:00,2nd Floor,21 St Johns Street,Cape Town,8001,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"Towards the cost of maintaining and promoting the People's Assembly website 
which provides information on parliamentary proceedings and elected 
representatives and the development of an MP locator.",,,,13/05/2015 15:49,360G-indigotrust:org-30413
360G-indigotrust:IND203,Older People’s Activity Project,360G-indigotrust,Indigo Trust,,Holborn Community Association,28200,GBP,,5500,,11/09/2013 00:00,Bedford House,35 Emerald Street,London,WC1N 3QW,UK,,,,12 months,,UK,GB,,"Continuation funding to cover 50% of the Older People’s Activity project in 
2013-14..",,,,13/05/2015 15:49,360G-indigotrust:org-28200
360G-indigotrust:IND204,New technological innovation hub in Harare,360G-indigotrust,Indigo Trust,,Hypercube Technology Trust,31309,GBP,,30000,,18/09/2013 00:00,c/o 38 Cunningham Road,Greendale,Harare,,ZIMBABWE,,,,12 months,,ZIMBABWE,ZW,,To contribute towards core and programmatic costs.,,,,13/05/2015 15:49,360G-indigotrust:org-31309
360G-indigotrust:IND205,Lungisa Citizen Reporting Project,360G-indigotrust,Indigo Trust,,Cell Life,29186,GBP,,11650,,09/10/2013 00:00,"123 Hope Street, Gardens",,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To support core costs as well as programmatic costs including awareness 
raising workshops, advocacy work with government officials and project 
evaluation.",,,,13/05/2015 15:48,360G-indigotrust:org-29186
360G-indigotrust:IND206,Institutional and Advocacy Work,360G-indigotrust,Indigo Trust,,Connected Development (CODE),31377,GBP,,9648,,09/10/2013 00:00,"Bassan Plaza, 10th Street, 2nd Floor F Wing Behind Total House",Central Business District,Abuja,,NIGERIA,Connected Development (CODE) - Follow The Money,,,12 months,,NIGERIA,NG,,"To cover office space, tech support, some online advertising, internet and 
travel costs.",,,,13/05/2015 15:48,360G-indigotrust:org-31377
360G-indigotrust:IND207,Tech Hub Rwanda,360G-indigotrust,Indigo Trust,,kLab,31383,GBP,,20000,,09/10/2013 00:00,6th Floor Telecom House Kacyiru,PO Box 5121,Kigali,,RWANDA,,,,12 months,,RWANDA,RW,,"Towards a top up of the General Manager salary and seed funding for an 
agricultural and a health application.",,,,13/05/2015 15:48,360G-indigotrust:org-31383
360G-indigotrust:IND208,Merger with The Philanthropy Workshop West,360G-indigotrust,Indigo Trust,,Institute for Philanthropy,11117,GBP,,40000,,06/11/2013 00:00,2 Temple Place,London,,WC2R 3BD,UK,,,,12 months,,UK,GB,,"To support a merger with The Philanthropy Workshop West and for ongoing 
core costs to work jointly on improving donor education and impact.",,,,13/05/2015 15:48,360G-indigotrust:org-11117
360G-indigotrust:IND209,Core costs,360G-indigotrust,Indigo Trust,,ilab Liberia,27296,GBP,,30000,,11/11/2013 00:00,20th Street and Payne Avenue,"Appt #5 Star Building, Sinkor",Monrovia,,LIBERIA,,,,12 months,,LIBERIA,LR,,"Towards core cost, including, but not limited to, salaries, rent and 
internet costs.",,,,13/05/2015 15:48,360G-indigotrust:org-27296
360G-indigotrust:IND211,Analysis of grants data published by Big Lottery,360G-indigotrust,Indigo Trust,,ScraperWiki Limited,31546,GBP,,1000,,07/11/2013 00:00,"146 Brownlow Hill, Liverpool Science Park",Innovation Centre 2,Liverpool,L3 5RF,UK,,,,12 months,,UK,GB,,"The aim of this research is to demonstrate how analysis of grant data can 
contribue to improving the performance of the grant making sector.",,,,24/03/2014 16:14,360G-indigotrust:org-31546
360G-indigotrust:IND213,Development of mobile app and training,360G-indigotrust,Indigo Trust,,Integrity Action,31696,GBP,,13000,,27/11/2013 00:00,1st Floor 364 City Road,London,,EC1V 2PY,UK,,,,12 months,,UK,GB,,"To develop a mobile app and train organisations in four west and central 
African countries to use this app and web platform to collect data on 
development projects and monitor their implementation.",,,,13/05/2015 15:47,DUMMY01
360G-indigotrust:IND215,Three year funding for unrestricted core costs,360G-indigotrust,Indigo Trust,1091001,Copenhagen Youth Project,27458,GBP,,45000,,27/11/2013 00:00,Naish Court Community Centre,172 Copenhagen Street,London,N1 0ST,UK,,,,36 months,,UK,GB,,"Unrestricted core funding over 3 years (£15,000 per annum).",,,,13/05/2015 15:47,DUMMY01
360G-indigotrust:IND216,Odekro parliamentary monitoring site,360G-indigotrust,Indigo Trust,,Hut Space,29763,GBP,,5059.27,,11/12/2013 00:00,"30 Farm Road, Community 19",Lashibi,Accra,,GHANA,,,,12 months,,GHANA,GH,,"To contribute towards Hut Space’s marketing and promotion of the Odekro 
parliamentary monitoring site.",,,,13/05/2015 15:47,DUMMY01
360G-indigotrust:IND217,SUPPLEMENT GRANT - Build upon project,360G-indigotrust,Indigo Trust,,Women of Uganda Network (WOUGNET),29385,GBP,,323.73,,18/12/2013 00:00,Plot 55 Kenneth Dale Road,PO Box 4411,Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,"SUPPLEMENT GRANT - Build upon project funded by SPIDER which enables 
citizens to report and monitor challenges in service delivery in Northern 
Uganda using Ushahidi.",,,,13/05/2015 15:46,DUMMY01
360G-indigotrust:IND218,Core funding for Choirs for Homeless,360G-indigotrust,Indigo Trust,1136173,Choir with No Name,29986,GBP,,3000,,09/01/2014 00:00,33 Rushworth Street,London,,SE1 0RB,UK,,,,12 months,,UK,GB,,Unrestricted core funding.,,,,20/01/2014 13:09,DUMMY01
360G-indigotrust:IND219,Unrestricted funding for homeless charity,360G-indigotrust,Indigo Trust,,999 Club,4446,GBP,,3000,,18/12/2013 00:00,21 Deptford Broadway,London,,SE8 4PA,UK,,,,12 months,,UK,GB,,Unrestricted core funding.,,,,20/01/2014 11:24,DUMMY01
360G-indigotrust:IND220,Unrestricted funding for homeless charity,360G-indigotrust,Indigo Trust,1093815,Albert Kennedy Trust,31897,GBP,,3000,,27/01/2014 00:00,Unit 203 Hatton Square Business Centre,16-16a Baldwins Gardens,London,EC1N 7RJ,UK,,,,12 months,,UK,GB,,Unrestricted core funding.,,,,12/02/2014 11:05,DUMMY01
360G-indigotrust:IND221,Unrestricted core funding for homeless charity,360G-indigotrust,Indigo Trust,,Homeless Action in Barnet (HAB),31898,GBP,,3000,,18/12/2013 00:00,36B Woodhouse Road,London,,N12 0RG,UK,,,,12 months,,UK,GB,,Unrestricted core funding.,,,,23/01/2014 11:10,DUMMY01
360G-indigotrust:IND222,Education Platform to improve literacy,360G-indigotrust,Indigo Trust,,FunDza Literacy Trust,29733,GBP,,20000,,27/01/2014 00:00,89 Main Road,Muizenberg,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To cover the salary costs of a developer to make technical improvements to 
FunDza's educational platform, to improve literacy.",,,,13/05/2015 15:46,DUMMY01
360G-indigotrust:IND223,Education Platform,360G-indigotrust,Indigo Trust,,Efiko,31966,GBP,,18000,,27/01/2014 00:00,"c/o Co-Creation Hub, 294, Herbert Macaulay Way",Sabo Yaba,Lagos,,NIGERIA,,,,12 months,,NIGERIA,NG,,"To cover content development and technical improvements to Efiko's 
education platform and to enable Efiko to build in data mining capabilities.",,,,13/05/2015 15:46,DUMMY01
360G-indigotrust:IND224,Weather forecasting system for Ghana,360G-indigotrust,Indigo Trust,,Ignitia Ghana Limited,31970,GBP,,11755.84,,24/01/2014 00:00,Kotoka International Airport,PO Box KIA 160 63,Accra,,GHANA,,,,12 months,,GHANA,GH,,"To cover salaries, overheads, development and design costs, monitoring and 
evaluation and associated costs.",,,,13/05/2015 15:45,DUMMY01
360G-indigotrust:IND225,New Democratic Engagement Tools,360G-indigotrust,Indigo Trust,1076346,MySociety,20042,GBP,,40000,,05/02/2014 00:00,483 Green Lanes,London,,N13 4BS,UK,,,,12 months,,UK,GB,,"To enable mySociety to develop new democratic engagement tools in 
conjunction with African organisations and to provide ongoing support to 
existing parliamentary monitoring sites in South Africa and Ghana.",,,,13/05/2015 15:44,DUMMY01
360G-indigotrust:IND226,Building IT capacity for university and high school students,360G-indigotrust,Indigo Trust,,Action Group for Democracy and Good Governance (AGDGG),32101,GBP,,6900,,20/02/2014 00:00,"Enap Junction, Bongo Square Samaritan Insurance Building No.2",PO Box 01,Buea,,CAMEROON,,,,12 months,,CAMEROON,CM,,"To build the capacity of university and high school students in Cameroon on 
using information communication technologies during civil resistance and 
non-violent protest in their schools and communities.",,,,13/05/2015 15:44,DUMMY01
360G-indigotrust:IND227,M&E with Indigo Grantees,360G-indigotrust,Indigo Trust,,Intermedia,32161,GBP,,14513,,05/03/2014 00:00,"InterMedia Survey Institute, 1825 K Street NW",Suite 650,Washington DC,20006,USA,,,,12 months,,USA,US,,"To enable Intermedia to work jointly with Indigo Trust and several of 
Indigo’s grantees to develop a framework for the monitoring and evaluation 
of transparency and accountability projects.",,,,13/05/2015 15:44,DUMMY01
360G-indigotrust:IND228,Unrestricted Funding,360G-indigotrust,Indigo Trust,1110522,Trussell Trust,16773,GBP,,3000,,10/03/2014 00:00,"Unit 9 Ashfield Trading Estate, Ashfield Road",Salisbury,Wiltshire,SP2 7HL,UK,,,,12 months,,UK,GB,,Unrestricted core costs.,,,,12/03/2014 10:56,DUMMY01
360G-indigotrust:IND229,Integrationof Citizen Reporting Platform,360G-indigotrust,Indigo Trust,,Social Justice Coalition,32208,GBP,,16226,,13/03/2014 00:00,SHAWCO Centre G323,Mongesi Road,Khayelitsha,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"For the integration of a citizen reporting platform (based on Lungisa) into 
their wider water and scampaign in Khayelitsha.",,,,13/05/2015 15:44,DUMMY01
360G-indigotrust:IND230,Core Costs and Legal Fees,360G-indigotrust,Indigo Trust,1158362,Publish What You Fund,32268,GBP,,25000,,19/03/2014 00:00,Southbank House,Black Prince Road,London,SE1 7SJ,UK,,,,12 months,,UK,GB,,"To be used to cover core costs and legal fees to enable PWYF to pursue an 
application to the Charities Commission for charitable status.",,,,13/05/2015 13:38,DUMMY01
360G-indigotrust:IND231,Basic Education and Expenditure Mapping Project,360G-indigotrust,Indigo Trust,,Focal Integrity Team for Cameroon,32307,GBP,,12025,,25/03/2014 00:00,Fako Ship Plaza Suite 07 Entrance B,Buea,South West Region 237,,CAMEROON,,,,12 months,,CAMEROON,CM,,"To enable Focal Integrity Team for Cameroon to carry out a 'Basic Education 
and Expenditure Mapping' project to monitor schools' expenditure via SMS.",,,,13/05/2015 13:37,DUMMY01
